,time,avgcpu,avgmem
1,1556669700000000.0,0.7435584577153674,0.738105037912471
2,1556670000000000.0,0.7494464241244897,0.7336213312844446
3,1556670300000000.0,0.7374764769422429,0.7683091033024327
4,1556670600000000.0,0.7169375480855297,0.7572621545203599
5,1556670900000000.0,0.7198166789332806,0.7449362884052553
6,1556671200000000.0,0.6747740471640021,0.7631832292616756
7,1556671500000000.0,0.6761120595398343,0.7355970120478643
8,1556671800000000.0,0.6721117248162883,0.7493489241871583
9,1556672100000000.0,0.649054927503739,0.7933286423553039
10,1556672400000000.0,0.6621065419368898,0.8418334615345455
11,1556672700000000.0,0.6685384273631573,0.8531993459452609
12,1556673000000000.0,0.6605611273385427,0.8249113868211415
13,1556673300000000.0,0.7278353162132941,0.8057418252325625
14,1556673600000000.0,0.7012427894477252,0.7806354677372203
15,1556673900000000.0,0.6755217495886122,0.7471287619858771
16,1556674200000000.0,0.6721405491333233,0.8096133012729627
17,1556674500000000.0,0.6701149376477723,0.8549026067673431
18,1556674800000000.0,0.5874638647360232,0.7722190763436414
19,1556675100000000.0,0.6665314657309661,0.7851911812279573
20,1556675400000000.0,0.6754442514152122,0.810506507000007
21,1556675700000000.0,0.6511669252743796,0.7756646888496173
22,1556676000000000.0,0.6078025988049521,0.8052398393751665
23,1556676300000000.0,0.6105434823155539,0.7836606878620316
24,1556676600000000.0,0.6291892229842603,0.7724228907005473
25,1556676900000000.0,0.676788724552711,0.8087022070546985
26,1556677200000000.0,0.6502385202182989,0.813682168324219
27,1556677500000000.0,0.628060139115696,0.8145114983553752
28,1556677800000000.0,0.5765722786569208,0.8320050042544556
29,1556678100000000.0,0.5703974686700172,0.7962327733552494
30,1556678400000000.0,0.5859189093649871,0.7655342410817934
31,1556678700000000.0,0.571002323439708,0.7560605465177641
32,1556679000000000.0,0.5815539151118828,0.7547107953982786
33,1556679300000000.0,0.5440942596563257,0.7732105025563625
34,1556679600000000.0,0.5560785688767639,0.8164216254029739
35,1556679900000000.0,0.6728314020952463,0.8412559974046245
36,1556680200000000.0,0.7077625844747789,0.859946292222836
37,1556680500000000.0,0.6572400883344173,0.7986342305631973
38,1556680800000000.0,0.6774452214828232,0.7618686628303104
39,1556681100000000.0,0.6835103626663869,0.79801375987938
40,1556681400000000.0,0.6455056053347775,0.7638841502814953
41,1556681700000000.0,0.649508103800099,0.747516951177015
42,1556682000000000.0,0.5958428154383094,0.7605479541584184
43,1556682300000000.0,0.5929373951659888,0.7313971019608219
44,1556682600000000.0,0.602706459287376,0.7549222934411692
45,1556682900000000.0,0.6331313788704797,0.7627184532528362
46,1556683200000000.0,0.6988550842917213,0.8187356352778985
47,1556683500000000.0,0.6547012690857729,0.8250686065891482
48,1556683800000000.0,0.5787974732057038,0.7947591025023177
49,1556684100000000.0,0.6188487084395401,0.7973311542184596
50,1556684400000000.0,0.5622450596061893,0.8050522242547675
51,1556684700000000.0,0.5299888653951693,0.7947563101508277
52,1556685000000000.0,0.5299777597045056,0.7778406769536437
53,1556685300000000.0,0.490537237517617,0.7675789102321962
54,1556685600000000.0,0.46758649242126704,0.7145204550509452
55,1556685900000000.0,0.46090418934784283,0.7302808390010811
56,1556686200000000.0,0.4395744641649152,0.7205947638935539
57,1556686500000000.0,0.44177276880150507,0.7145269132527434
58,1556686800000000.0,0.4959879998707718,0.7335986080549728
59,1556687100000000.0,0.5018425248499113,0.7171765893287807
60,1556687400000000.0,0.5959670378628202,0.7765689859669918
61,1556687700000000.0,0.6213671878035002,0.7904443094367601
62,1556688000000000.0,0.6445858511096739,0.8345987097158107
63,1556688300000000.0,0.6210555830818071,0.851799119209828
64,1556688600000000.0,0.5966482284284921,0.8280846552747043
65,1556688900000000.0,0.574245396878868,0.7609579497706371
66,1556689200000000.0,0.5844941425224434,0.7642053340855912
67,1556689500000000.0,0.5627858227165928,0.7914889642518168
68,1556689800000000.0,0.5175468232447139,0.7512133592043928
69,1556690100000000.0,0.47537645334401823,0.603301264399505
70,1556690400000000.0,0.5743224001235824,0.6575167112436224
71,1556690700000000.0,0.565682149652308,0.6505279278121447
72,1556691000000000.0,0.5444397205887864,0.6677042896691878
73,1556691300000000.0,0.5671224021151592,0.5881395463125894
74,1556691600000000.0,0.6091357002615702,0.670867357650653
75,1556691900000000.0,0.631884597654328,0.6635798713754655
76,1556692200000000.0,0.6370905542867579,0.745166401633139
77,1556692500000000.0,0.6410097318017965,0.7438550181047354
78,1556692800000000.0,0.6402328545707155,0.7057921519611718
79,1556693100000000.0,0.5873525319340179,0.5965036494873401
80,1556693400000000.0,0.5823703723987265,0.6500311721810927
81,1556693700000000.0,0.6593296744044527,0.6921230940725827
82,1556694000000000.0,0.6727340244944208,0.6892499228183184
83,1556694300000000.0,0.6499728876518874,0.6352080582568749
84,1556694600000000.0,0.6426757883346982,0.6810307939649114
85,1556694900000000.0,0.7198342323927488,0.6952339725509384
86,1556695200000000.0,0.6940756512683802,0.6190226532536358
87,1556695500000000.0,0.6891838818649311,0.5648347993416141
88,1556695800000000.0,0.5888358217445854,0.5143405313360288
89,1556696100000000.0,0.5911482151783692,0.5252020504043338
90,1556696400000000.0,0.6787843499149514,0.5899558175730828
91,1556696700000000.0,0.7216001930784722,0.6030192028199153
92,1556697000000000.0,0.6799630453318589,0.589682769598161
93,1556697300000000.0,0.648040000966123,0.6562078033305547
94,1556697600000000.0,0.5851295634879837,0.657054636875388
95,1556697900000000.0,0.5661653618562624,0.6267856060711483
96,1556698200000000.0,0.5445782398755338,0.6161923630445703
97,1556698500000000.0,0.5611916817077757,0.5666133475925856
98,1556698800000000.0,0.6336514537284103,0.591510540219867
99,1556699100000000.0,0.5152712408786365,0.523342233311904
100,1556699400000000.0,0.5936327711818387,0.5785721806807724
101,1556699700000000.0,0.564152207622968,0.43314396721518333
102,1556700000000000.0,0.5948447031881215,0.5296068387779158
103,1556700300000000.0,0.6329871321356656,0.5151434433097757
104,1556700600000000.0,0.564057782157069,0.5109423213824638
105,1556700900000000.0,0.5797774338854643,0.5814902785148335
106,1556701200000000.0,0.6137814806346703,0.5639428023190507
107,1556701500000000.0,0.6560876009721975,0.7056995353263402
108,1556701800000000.0,0.6198560220460575,0.7165550940635343
109,1556702100000000.0,0.661204563533145,0.7032699708786798
110,1556702400000000.0,0.6973605371132102,0.755161357545918
111,1556702700000000.0,0.7132927083771036,0.7412315875116451
112,1556703000000000.0,0.6995536987176282,0.7516415907114542
113,1556703300000000.0,0.5632127542677906,0.719287396600361
114,1556703600000000.0,0.6464681990004092,0.7875094470652315
115,1556703900000000.0,0.6101886503641986,0.7347202447051076
116,1556704200000000.0,0.6211729984790201,0.7651260954291215
117,1556704500000000.0,0.6235010964566329,0.6877680676326228
118,1556704800000000.0,0.6976370061621807,0.7645534429282312
119,1556705100000000.0,0.6551613721309767,0.8085177301420519
120,1556705400000000.0,0.6071428933847652,0.7693266427084695
121,1556705700000000.0,0.6586412635661488,0.6594760392521901
122,1556706000000000.0,0.7381958611171323,0.6976130454912903
123,1556706300000000.0,0.724351443970172,0.7192207848233299
124,1556706600000000.0,0.6508486596151958,0.7122277865061442
125,1556706900000000.0,0.6015929323984816,0.7085449250305853
126,1556707200000000.0,0.6284623419852206,0.7432312117600066
127,1556707500000000.0,0.6381059287421454,0.7091986205311263
128,1556707800000000.0,0.5933304843989463,0.7759603561312973
129,1556708100000000.0,0.530700801728826,0.7402407402293156
130,1556708400000000.0,0.487239368144449,0.5933000350839062
131,1556708700000000.0,0.47887703828796224,0.5391643819435452
132,1556709000000000.0,0.4676362662276622,0.6429894660325122
133,1556709300000000.0,0.608550312129115,0.7081901343024728
134,1556709600000000.0,0.6563431605659046,0.7240794732770359
135,1556709900000000.0,0.6497054017326204,0.7373891945416484
136,1556710200000000.0,0.6607560882167113,0.7391078126789759
137,1556710500000000.0,0.7035433764714202,0.7071603336646328
138,1556710800000000.0,0.7092256473853583,0.7259820007810434
139,1556711100000000.0,0.7031280678292412,0.7170696516318218
140,1556711400000000.0,0.6511663374918365,0.7413547826997666
141,1556711700000000.0,0.6344790863173108,0.7716084426872651
142,1556712000000000.0,0.5795133702917409,0.725184012141777
143,1556712300000000.0,0.5473392586905449,0.7379648253420732
144,1556712600000000.0,0.6170576352208069,0.7292138794718035
145,1556712900000000.0,0.6497749575266082,0.6629785914274384
146,1556713200000000.0,0.739292421702168,0.6303840621703976
147,1556713500000000.0,0.7183866691092343,0.6254251169034055
148,1556713800000000.0,0.7027496833669779,0.6143450087191824
149,1556714100000000.0,0.6113575117742102,0.5722321258933474
150,1556714400000000.0,0.5084287999094429,0.5244129631766512
151,1556714700000000.0,0.41846394686014643,0.4778266995104694
152,1556715000000000.0,0.46445137478881626,0.43929216454688813
153,1556715300000000.0,0.7323676241307212,0.5790148529264347
154,1556715600000000.0,0.6827827489496864,0.5794526533548097
155,1556715900000000.0,0.5731446579204952,0.5204945669445769
156,1556716200000000.0,0.5449742053485477,0.603221984819891
157,1556716500000000.0,0.5702278750267916,0.6155219203101203
158,1556716800000000.0,0.49814054437759514,0.5158649149683696
159,1556717100000000.0,0.6072962629714928,0.6591528046123436
160,1556717400000000.0,0.5126221972770008,0.5616955510285901
161,1556717700000000.0,0.4942884249424545,0.6631994370567784
162,1556718000000000.0,0.5006211469827172,0.7017539677214759
163,1556718300000000.0,0.5011697029523229,0.6989354225174664
164,1556718600000000.0,0.5175075739052949,0.6851636141314636
165,1556718900000000.0,0.5704578823029932,0.7827471929107284
166,1556719200000000.0,0.6216955466361748,0.8374283683765098
167,1556719500000000.0,0.6523168842507469,0.8253239227752815
168,1556719800000000.0,0.6512978379683966,0.8253410530676022
169,1556720100000000.0,0.6990023655744569,0.8747164974770207
170,1556720400000000.0,0.6132964790858461,0.8050852238814707
171,1556720700000000.0,0.6335059375820024,0.78380487320115
172,1556721000000000.0,0.5873117548239856,0.7587517905458991
173,1556721300000000.0,0.5909146487544114,0.831431307604249
174,1556721600000000.0,0.5796170802477608,0.8094117819786466
175,1556721900000000.0,0.5302672041308302,0.7866552733225238
176,1556722200000000.0,0.49530352948045364,0.7027205228599565
177,1556722500000000.0,0.5652513684269597,0.7755061448141092
178,1556722800000000.0,0.598444839368312,0.7725340500375926
179,1556723100000000.0,0.6171807356296385,0.8081497043960932
180,1556723400000000.0,0.5875209815977508,0.7817858746853683
181,1556723700000000.0,0.6266450563365716,0.7651751971505352
182,1556724000000000.0,0.588838417930997,0.734077774352226
183,1556724300000000.0,0.5905485798307147,0.7462355514911785
184,1556724600000000.0,0.5888240564081663,0.7607872389390131
185,1556724900000000.0,0.6289482942799928,0.7867353749441044
186,1556725200000000.0,0.6399705857880192,0.8344217670746019
187,1556725500000000.0,0.7027410288727068,0.8746404663815208
188,1556725800000000.0,0.6846996317616444,0.8848536938050162
189,1556726100000000.0,0.6499226792402534,0.8592391081803932
190,1556726400000000.0,0.667698805120767,0.8792663430518304
191,1556726700000000.0,0.6471977997778996,0.8763329841149119
192,1556727000000000.0,0.5881232513825364,0.8629617435881385
193,1556727300000000.0,0.6513210821828038,0.853035271017236
194,1556727600000000.0,0.6045656551959472,0.8100849447652809
195,1556727900000000.0,0.6462392355870089,0.8219939998425967
196,1556728200000000.0,0.6132549986353216,0.8444706451996074
197,1556728500000000.0,0.514396911861747,0.8159332608758891
198,1556728800000000.0,0.5586235426475817,0.8463540452870593
199,1556729100000000.0,0.6082655566461878,0.8471258518953748
200,1556729400000000.0,0.6129188701487197,0.8595862341869069
201,1556729700000000.0,0.6181229609047406,0.8553619673694448
202,1556730000000000.0,0.6335366326341586,0.8775687674855126
203,1556730300000000.0,0.631478716925849,0.8789135135735013
204,1556730600000000.0,0.6704983026016867,0.8843889119929238
205,1556730900000000.0,0.6988589318955855,0.8758671901100432
206,1556731200000000.0,0.6752185806032639,0.8578100352411182
207,1556731500000000.0,0.6729312087055109,0.8494427210934079
208,1556731800000000.0,0.6426264450850571,0.8527638066941599
209,1556732100000000.0,0.6452771105145573,0.8412851542806736
210,1556732400000000.0,0.6010095058298838,0.8261925814328146
211,1556732700000000.0,0.6131782319797422,0.8223446442812357
212,1556733000000000.0,0.6127039659812462,0.866938876570345
213,1556733300000000.0,0.5683553811312246,0.839497820881201
214,1556733600000000.0,0.5152984518295963,0.8276759561762299
215,1556733900000000.0,0.4562254289937687,0.7823533801656803
216,1556734200000000.0,0.47057974813152204,0.7973610118788153
217,1556734500000000.0,0.4733490148570493,0.7032692931673865
218,1556734800000000.0,0.5099523951358577,0.7652882478544827
